,0
0,0.9334643143996627
1,0.9306366672969602
2,0.934208089672843
3,0.9367018510680006
4,0.9408073062584679
5,0.9523124038296402
6,0.9317462585718475
7,0.9486207413986618
8,0.938299937895849
9,0.9337506570376319
