,0
0,0.9363854636684986
1,0.9433150228566255
2,0.9290907717654361
3,0.9286522143877305
4,0.9437180906994214
5,0.9396846254329837
6,0.9019801795497471
7,0.8864350807682666
8,0.9459487558415547
9,0.9448712730869663
