,0
0,0.9903543380716018
1,0.9837434006646781
2,0.9836938176239947
3,0.9833940105072178
4,0.9854385172604394
5,0.9852205019581549
6,0.9839371728038812
7,0.9821262085216796
8,0.9780388112261085
9,0.9854390367567912
