,0
0,0.965471288293588
1,0.9618757636092131
2,0.976466242816417
3,0.9810293452192408
4,0.985483732295579
5,0.985823566677225
6,0.9810040047060953
7,0.9798579121227204
8,0.9641765464500656
9,0.9873028191320875
