,0
0,0.8879974405120015
1,0.9267117494415977
2,0.8865601596373671
3,0.9393758017308742
4,0.8644645864019528
5,0.887061511558755
6,0.9105246734297312
7,0.8915201941096336
8,0.9370144233761385
9,0.9417840737782572
