,0
0,0.9523677404968012
1,0.9667607261484588
2,0.962629571538282
3,0.9675324482063827
4,0.9655825851178788
5,0.9660275846819179
6,0.9714746130339126
7,0.96160228062001
8,0.9702117049325506
9,0.9671291156810373
