,0
0,0.9563817601276289
1,0.9516849984123178
2,0.9666995495318482
3,0.9463710619042521
4,0.9711328643911543
5,0.9504435347453994
6,0.9672455270495441
7,0.9380093625828226
8,0.9481298773803377
9,0.9507858011065446
