,0
0,0.9964474459029347
1,0.9975881989012872
2,0.9955724511828181
3,0.996421307373699
4,0.9965738649492758
5,0.9958860141476032
6,0.9959790394835901
7,0.9948536913218592
8,0.9956938015409806
9,0.9955940179540888
