,0
0,0.8570986601243473
1,0.8705182798938892
2,0.880418165866109
3,0.8882242807289111
4,0.865572891126118
5,0.8553075599039724
6,0.8790743021952809
7,0.8519381768553146
8,0.851912697850015
9,0.8608785998018791
