,0
0,0.9139532373704555
1,0.8987341270278306
2,0.901416755691142
3,0.9241075342239451
4,0.9045361733058734
5,0.9288876529477198
6,0.9061489663983084
7,0.9261636141367195
8,0.9250435577484333
9,0.9109689534025704
